"I will be interviewed on @foxandfriends at 6:00 A.M. Enjoy!,02-28-2017 02:43:03"
"Plan a perfect weekend for the holidays in NYC's hottest neighborhood using @TrumpSoHo’s 20% offer http://t.co/6c3DgabGW8.,12-22-2014 18:51:31"
"Entrepreneurs: Whatever happens you're responsible. If it doesn't happen you're responsible.,12-22-2014 16:08:50"
"Entrepreneurs:  Use your imagination. Use your intelligence to execute what your imagination presents to you.,12-22-2014 16:07:51"
"Entrepreneurs: Realize that becoming an entrepreneur is not a group effort. You're in charge. Everything starts with you.,12-22-2014 16:07:01"
"On @foxandfriends in two minutes!,12-22-2014 13:03:21"
"Will be interviewed on @foxandfriends tomorrow morning - Monday - at  8:00. Much to talk about!,12-22-2014 03:28:19"
"Be sure to set exceptional goals for your 2015 resolutions. Push yourself you can do it. Think Big!,12-19-2014 21:05:48"
"Via @townhallcom by @MattTowery: “Why Trump Should Run” http://t.co/hnB4dNMm9T,12-19-2014 20:24:44"
"“The way to get started is to quit talking and begin doing.” – Walt Disney,12-19-2014 20:10:09"
"Romney was the architect of ObamaCare. Bush’s Chief Justice legalized the monstrosity. Notice a trend?,12-19-2014 20:02:08"
"#FlashbackFriday Just after I did my renovation in Central Park of @TrumpRink -http://t.co/TJlwPJ891H,12-19-2014 19:59:08"
"A Clinton already defeated a Bush. The definition of insanity is doing the same thing twice &amp; expecting a different result.,12-19-2014 19:45:37"
"If only Obama would treat @IsraeliPM @netanyahu with the same respect he awards tyrants. Very strange &amp; dangerous for our national security.,12-19-2014 19:38:40"
"Obama now wants to deny due process to the police. He’ll give all constitutional rights to the terrorists but not our cops.,12-19-2014 19:30:42"
"My @greta interview discussing why we do not need another Bush http://t.co/Jf3ywmViP2,12-19-2014 19:27:16"
"Not so smart after all … Man with name on Duke law library must pay me legal fees after Trump trial victory.,12-19-2014 18:43:57"
"Should have settled … Ft Lauderdale plaintiffs must pay me close to $400k in legal fees after Trump trial victory.,12-19-2014 18:43:38"
"Pigs get slaughtered … again.  Ft Lauderdale plaintiffs must pay me close to $400k in legal fees after Trump trial victory.,12-19-2014 18:43:26"
"Another clip from my @greta interview discussing why Sony should not have capitulated to the hackers http://t.co/15uZBRW6ws No Courage!,12-19-2014 17:29:33"
"My @WendyWilliams appearance re Sony Atlantic City @ApprenticeNBC &amp; 2016 http://t.co/AdHbeKY94J  Always love going on Wendy’s show!,12-19-2014 17:05:28"
"The movie may be garbage but we can’t let a foreign country dictate to us what to watch.  @SonyPictures,12-19-2014 16:28:57"
"Amy Pascal of Sony was totally used by Rev. Al Sharpton. She should be fired for stupidity.,12-19-2014 16:28:49"
"Must read @ConservReview article by @JeffJlpa1: “Jeb Bush and the Outsiders” https://t.co/jUWa4GHqkR,12-19-2014 15:39:02"
"Via @ScotlandNow:  “Donald Trump starts £250million overhaul on @TrumpTurnberry golf resort” http://t.co/36jVpRC2oH,12-19-2014 14:55:03"
"Great @foxbusiness interview with @EricTrump on @TeamCavuto discussing the real estate economy &amp; 2016 http://t.co/NjRZJfw065,12-19-2014 14:16:19"
"My @Yahoo 'Power Players' interview with @jonkarl ""Inside Donald Trump’s new digs on Pennsylvania Avenue” http://t.co/TbtxtxkJNY,12-18-2014 22:05:39"
"Premiering Jan. 4th the record 14th season’s @ApprenticeNBC cast is the nastiest yet http://t.co/zvMHlm2Fy6 Major Boardroom fireworks!,12-18-2014 21:59:23"
"“@NMoralesNBC @ThomasARoberts to Host 63rd Annual @MissUniverse” http://t.co/DrAVi9HRBD via @TheWrap by @AnthonyMaglio,12-18-2014 21:56:30"
"Must watch @IvankaTrump interview on @gma discussing #Girlpower http://t.co/wVCbaJyl8S,12-18-2014 21:55:21"
"Will be interviewed tonight at 7 by @greta re Sony &amp; Bush,12-18-2014 21:46:59"
"#TBT It is great being part of Home Alone 2 a holiday staple. http://t.co/Z8Y0sTYcWl,12-18-2014 21:30:48"
"I'll be co-hosting @extratv tonight. Be sure to tune in!,12-18-2014 21:18:53"
"We fully support @SaveCulzean in Turnberry--great for beauty &amp; tourism. Wind turbines are death to environment.   http://t.co/OZSF416FOK,12-18-2014 17:07:08"
"Congratulations @TrumpSoHo for making @CNTraveler's #GoldList2015! http://t.co/XUgYRjyy6T,12-18-2014 15:34:31"
"#TrumpVlog #TheInterviewMovie A sad day for freedom of speech- http://t.co/eQDh4BkDHp,12-17-2014 22:54:58"
"Via @Newsmax_Media by @OwenTew: “Donald Trump: 'Last Thing We Need Is Another Bush'” http://t.co/IuPYmgZwUi,12-17-2014 22:02:36"
"After destroying the Middle East &amp; our economy the Bushes last gift was having Justice Roberts legalize ObamaCare. No more Bushes!,12-17-2014 21:34:11"
"In Charlottesville VA @trumpwinery is Virginia’s largest winery with 200 acres of French vinifera varieties http://t.co/Vm6chhyqJJ,12-17-2014 21:26:10"
"Via @ABC by @jonkarl &amp; @JordynPhelps: ""Donald Trump Says Jeb Bush is the ‘Last Thing We Need’"" http://t.co/3W9wOf9W3X,12-17-2014 21:12:35"
"Via @GolfDigest by @LukeKerrDineen: “@MichaelBreed to open golf academy at Donald Trump’s @TrumpFerryPoint” http://t.co/h1cfQkEmRQ,12-17-2014 20:46:51"
".@washingtonpost by @OConnellPostbiz:“Donald Trump lands @chefjoseandres for Old Post Office flagship restaurant” http://t.co/RJWTYAsJsr,12-17-2014 20:37:14"
"My @FoxNews int with @TeamCavuto on the state of world affairs economy the Bushes etc.  http://t.co/5xUhMmpIb1,12-17-2014 20:21:14"
"Story written by a @HuffingtonPost reporter that the HuffPost refused to print. Total bias but we will prevail! http://t.co/RVF4ZHUeCk,12-17-2014 20:16:47"
"I can’t believe the great @wjcarter got canned by @nytimes. He was a fantastic reporter &amp; really knew entertainment. He will be missed!,12-17-2014 14:59:29"
"Success is not final failure is not fatal: it is the courage to continue that counts. -- Winston Churchill,12-17-2014 13:49:40"
"Tweet me your New Year's resolution to make America great again! #TrumpNewYearsRes http://t.co/HmfRHUoIWT,12-16-2014 21:33:26"
"Via @WBJonline by @WBJHolan: “Donald Trump hints at presidential run promises 'great luxury hotel' for D.C.” http://t.co/ntyuaXhTu7,12-16-2014 21:23:37"
"Via @TheScotsman: “Donald Trump’s @TrumpTurnberry plan gets go-ahead” http://t.co/lAZE6iNfGB,12-16-2014 21:12:36"
"Obama has admitted that he spends his mornings watching @ESPN. Then he plays golf fundraises &amp; grants amnesty to illegals.,12-16-2014 21:03:02"
"Obama attacks the CIA for  waterboarding while routinely droning civilians caught in the Islamist crosshairs.,12-16-2014 20:45:28"
"Via @MailOnline by @dmartosko: “President Trump? Says 'there's a very substantial chance' he'll run in 2016” http://t.co/ClOZaoiWzF,12-16-2014 20:19:54"
"THE LAST THING THIS COUNTRY NEEDS IS ANOTHER BUSH!,12-16-2014 20:04:45"
"“Donald Trump on Jeb Bush: ‘The last thing we need is another Bush’” http://t.co/XkI69qmFSS  via @fox5newsdc by @EmilyMiller,12-16-2014 20:00:54"
"C-SPAN/Conversation with Donald Trump/Economic Club of Washington DC  http://t.co/ONttU3oixF,12-16-2014 15:14:43"
"“See yourself as victorious! That will focus you in the right direction.” – Trump Never Give Up,12-16-2014 15:01:19"
"With Miami’s top #NewYearsEve vacation package @TrumpDoral is the perfect option to celebrate the start of 2015. http://t.co/WWl6UUHqo8,12-16-2014 14:30:52"
"“Ice Skaters Invade Mar-a-Lago as Snow Falls on Palm Beach Salvation Army Ball!” http://t.co/2sujQYiYwN via @GossipExtra,12-16-2014 14:21:23"
"How many more times do we all have to watch and pay for that stupid and never ending #SmokeyBearHug commercial. How much is govt. spending?,12-16-2014 04:19:42"
"Via @DailyMail by @chriskitching: “Luxury penthouse at @TrumpChicago skyscraper sells for record $17M” http://t.co/j095jFo098,12-15-2014 22:08:50"
"“Revenge is sweet and not fattening.” - Alfred Hitchcock,12-15-2014 21:53:58"
"30 million Americans are unemployed yet Obama has set up workshops across the country for illegals to get Amnesty http://t.co/F3GNbzWKC5,12-15-2014 21:41:05"
"The CIA deserves our praise for taking the fight to the enemy in the dark corners of the world. The CIA perseveres the politicians whine!,12-15-2014 21:14:52"
"The lights went out at the White House today http://t.co/f7z1t5CKBJ  Symbolic of the Obama presidency.,12-15-2014 20:53:31"
"Via @TVGrapevine: “@ApprenticeNBC: Premieres Sunday January 4 2015”  http://t.co/VamRTdBiyn,12-15-2014 20:46:22"
"Via @WashTimes by @harperbulletin: “Donald Trump Goes to Washington”   http://t.co/XxOxEhlCTB,12-15-2014 19:49:41"
"Looking forward to tonight's conversation w/ David Rubenstein @TheEconomicClub. Airing live on @cspan at 7PM EST http://t.co/ONttU3oixF,12-15-2014 19:21:51"
".@Zagat named Christmas Day Brunch @TrumpChicago @SixteenChicago one of the best in the city! #TrumpHolidays http://t.co/y15FSAZdkE,12-15-2014 15:39:36"
"I will be on @foxandfriends at 7:00 - in 10 minutes. HAVE A GREAT DAY ALL!,12-15-2014 11:53:35"
"@TheRevAl  @realDonaldTrump http://t.co/VzAPDwP6nE""  Al Sharpton loves ""Trump"" because he knows I get him others don't! Check out picture.,12-15-2014 11:46:58"
"No wonder Sony is doing so badly. Really stupid leadership that wants Al Sharpton to help. Watch him turn the tables on chief Amy Pascal.,12-15-2014 11:40:17"
"Can you believe that Sony chief Amy Pascal wants to meet with Al Sharpton to seek forgiveness for her racial slurs. Al is laughing at her!,12-15-2014 11:36:48"
"The Jets should have let them score to get the number one draft pick who will be really good. It will just never change for them!,12-15-2014 00:48:07"
"“Some people spend an entire lifetime wondering if they made a difference in the world.The Marines don't have that problem.”- Ronald Reagan,12-12-2014 15:43:01"
"Isn't it interesting that immediately after September 11th everybody was asking for and indeed demanding torture of any kind. No reports!,12-12-2014 07:44:42"
"When terrorists are beheading and executing American citizens in such a brutal waythe report on torture should be the least of our concerns,12-12-2014 07:35:02"
"The terrorists cut off the heads of Americans and laugh then want to sell us the bodies for $1000000. We fight over sleep deprivation!,12-12-2014 07:23:43"
"“Trump Tiger Team Up to Create 'Stunning' Golf Course in Dubai”  http://t.co/rKslhbQjNi via @Newsmax_Media by @Jlorenz,12-11-2014 22:01:06"
"These Islamists chop Americans’ heads off and want to destroy us. We should be applauding the CIA not persecuting them.,12-11-2014 21:51:45"
"If America was under the threat of imminent attack would Obama use torture or a kiss?,12-11-2014 21:50:52"
"#TBT My confirmation picture at First Presbyterian Church in Jamaica NY. http://t.co/fzewcDrjz6,12-11-2014 21:06:42"
"Central Park’s top locale @TrumpRink is open throughout the holidays. Our Skating School is excellent &amp; acclaimed http://t.co/2fgmJScbGa,12-11-2014 20:10:02"
"Via @BreitbartNews by @pamkeyNEN: “Trump: ObamaCare Not Working for Business Going to Collapse”  http://t.co/tgXqNnap9P,12-11-2014 19:29:47"
"Via @11AliveNews by @JenniferJJacobs: “Trump heads to Iowa as '16 speculation rises” http://t.co/0UjtVzWPre,12-11-2014 19:10:32"
"Policy towards our enemies: Hit them hard hit them fast hit them often &amp; then tell them it was because they are the enemy!,12-11-2014 19:00:39"
"Obama &amp; Democrat leaders did a great disservice by releasing the papers on torture. The world is laughing at us—they think we are fools!,12-11-2014 16:11:02"
"I will miss @Letterman &amp; doing his show. He was always intriguing &amp; smart. You never knew what would happen --  but he was fair!,12-11-2014 16:07:02"
"Entrepreneurs: Cover your bases. Know everything you can about what you're doing. Then go with your gut. Your instincts r there for a reason,12-11-2014 15:15:27"
"Entrepreneurs:  See yourself as victorious. Look at the solution not the problem. And never give up!,12-11-2014 15:10:52"
"Entrepreneurs: View any conflict as an opportunity. Being positive could lead you into a fortunate situation.,12-11-2014 15:09:12"
"Conde Nast made a big mistake going into the World Trade Center. The place is a total disaster and I feel this is only the beginning!,12-11-2014 01:18:33"
"People are really unhappy with the endless security checks at the new World Trade Center. Durst is a terrible manager. Tenants furious!,12-11-2014 01:15:30"
"Durst is a disaster at operating the new World Trade Center. It takes forever for workers or visitors to get in with impossible security.,12-11-2014 01:09:40"
"“Generals don't panic; then the troops never panic.” - @SHAQ,12-10-2014 21:28:33"
"RomneyCare/ObamaCare architect Gruber apologized for his comments. He should apologize for the $2T monstrosity &amp; return all taxpayer money.,12-10-2014 21:02:02"
"Via @Citizens_United: “Donald Trump To Speak At The Iowa Freedom Summit in Des Moines on January 24th” http://t.co/kAw6eOHZI0,12-10-2014 20:27:09"
"Via @DMRegister by @JenniferJJacobs: ""Trump adds events to his Iowa trip next month"" http://t.co/30XAVfz8A1,12-10-2014 20:03:33"
"Looking forward to being hosted &amp; interviewed next Monday by David Rubenstein at the @TheEconomicClub   http://t.co/1PSF1l8LSp,12-10-2014 19:38:22"
"ICYMI @nypost’s @LoisWeiss described my Monday @ICSC speech @javitscenter as one of my “best and most riveting” http://t.co/9xdFijthlc,12-10-2014 19:16:05"
"President Obama Gruber and all of the other Obama cronies got ObamaCare passed by lies and fraudulent statements. Courts should overturn!,12-10-2014 02:53:31"
"Via @GolfweekMag by @GolfweekBRomine: “@TigerWoods to design Trump course in Dubai” http://t.co/dhk7UkIsfb,12-09-2014 21:13:22"
"Glad to see RomneyCare/ObamaCare architect Gruber being eviscerated on the Hill today. He should return all taxpayer money he was paid.,12-09-2014 20:56:45"
"ObamaCare continues to increase insurance premiums &amp; raise record deductibles. New Congress must use every tool to defund.,12-09-2014 20:47:22"
"Very sad &amp; dangerous that soon to be ex-Intelligence Chair Dianne Feinstein released the CIA report. Glad she is losing her Comm. Chair.,12-09-2014 19:56:30"
"“The longer you play the better chance the better player has of winning.” - @jacknicklaus,12-09-2014 19:38:51"
"With imposing dunes on the rugged Aberdeenshire coastline @TrumpScotland’s Championship Course is a masterpiece http://t.co/f2BuzvsSkH,12-09-2014 19:30:02"
"Via @worldnetdaily by @jerome_corsi: “Donald Trump: Obama’s Jobless Figures ‘Phony.’ Economists agree.”  http://t.co/pkadnlh0x9,12-09-2014 18:57:01"
"“@DamacOfficial Announces @TigerWoods to Create Golf Course for Trump World Golf Club Dubai” http://t.co/cNBBOXfbdb via @BusinessWire,12-09-2014 18:52:19"
"We're missing a lot of information on autism. Support @AutismSpeaks' project by visiting mss.ng #MSSNG,12-09-2014 16:10:42"
"Sorry @Rosie is a mentally sick woman a bully a dummy and above all a loser. Other than that she is just wonderful!,12-09-2014 01:53:59"
".@GolfMagazine is great thanks!,12-09-2014 01:42:06"
"Thank you @GolfMagazine for your fantastic review of The Blue Monster at Trump National Doral - ""BEST U.S. RESORT RENOVATION"" - &amp; ""ALL TIME"",12-09-2014 01:27:55"
"Wow @GolfMagazine just rated the renovation of The Blue Monster the best of the year. Even better they stated it may be best of all time!,12-09-2014 01:22:16"
"Our country and our ""leaders"" are getting dumber all the time. Now they are about to release full documentation on torture. Will destroy CIA,12-08-2014 23:35:33"
"Obama opposes sanctions on Iran http://t.co/SGqN0gmc5y They are laughing at Kerry &amp; Obama!,12-08-2014 21:53:25"
"When you have exhausted all possibilities remember this - you haven't.    -- Thomas A. Edison,12-08-2014 21:20:54"
"Congratulations to @BillCassidy on a decisive win this past Saturday. Bill will be a pro-growth &amp; pro-energy Senator.,12-08-2014 21:13:05"
"The CIA report should not be released. Puts our agents &amp; military overseas in danger. A propaganda tool for our enemies.,12-08-2014 21:05:39"
"Via @StarsEntLive by Nick Ricko: “@kevinjonas @IanZiering In Celebrity @ApprenticeNBC First Look” http://t.co/0vos5qByGd,12-08-2014 20:30:30"
"Congratulations to @TrumpPanama for being named one of the “Best of +VIP Access” hotels for 2014 by @Expedia!http://t.co/cREGfHwlbe,12-08-2014 18:58:48"
