W Wheat Futures
MAR18     422'2     425'6     421'2     424'6     425'2    +3'6       51901      421'4       53024      294922
MAY18     435'0     438'4     434'4     437'6     438'2    +3'6       15074      434'4       14843      103058
JLY18     447'4     451'4     447'4     451'0     451'2    +3'4       10970      447'6       10902       77170
SEP18     461'6     466'0     461'6     465'4A    466'0    +4'0        1988      462'0        1788       29367
DEC18     480'0     485'0     480'0     484'2     484'6    +4'4        3369      480'2        3077       47549
MAR19     494'2     498'2     494'2     498'0A    498'2    +5'0         240      493'2         229        4460
MAY19      ----     504'0B     ----     504'0B    506'6    +5'2           5      501'4          31         159
JLY19     506'2     508'4B    505'2A    508'4B    509'0    +5'6          35      503'2          35         808
SEP19      ----      ----      ----      ----     517'6    +5'2           9      512'4                      51
DEC19      ----      ----      ----      ----     534'2    +5'2          11      529'0           2          40
MAR20      ----      ----      ----      ----     540'6    +8'4           8      532'2                      12
MAY20      ----      ----      ----      ----     540'6    +8'6                  532'0
9100       ----      ----     460'1A     ----     458'6    -3'4                  462'2
WZ SEP18 Wheat Options PUT
2300       ----      ----      ----      ----        '1    UNCH                     '1
2400       ----      ----      ----      ----        '1    UNCH                     '1
2500       ----      ----      ----      ----        '1    UNCH                     '1
2600       ----      ----      ----      ----        '1    UNCH                     '1                      50
2700       ----      ----      ----      ----        '1    UNCH                     '1
2800       ----      ----      ----      ----        '1    UNCH                     '1
2900       ----      ----      ----      ----        '1    UNCH                     '1
3000       ----      ----      ----      ----        '1    UNCH                     '1
3100       ----      ----      ----      ----        '1    UNCH                     '1
3200       ----      ----      ----      ----        '1    UNCH                     '1           2           2
3300       ----      ----      ----      ----        '1     -'1                     '2
3400       ----      ----      ----      ----        '2    UNCH                     '2
3500       ----      ----      ----      ----        '3     -'1                     '4                      85
3600       ----      ----      ----      ----        '5     -'1                     '6
3700       ----      ----      ----      ----       1'0     -'1                    1'1           1          22
3800       ----      ----       1'6A     ----       1'5     -'2                    1'7                       1
3900       ----      ----       2'5A     ----       2'4     -'3                    2'7                      41
4000       ----      ----       3'7A     ----       3'7     -'4                    4'3                      82
4100       ----      ----       5'6A     ----       5'6     -'6                    6'4          10         112
4200       ----      ----       8'2A     ----       8'1    -1'1                    9'2          13         409
4300       ----      ----      11'3A     ----      11'2    -1'3                   12'5                     283
4400       ----      ----      15'2A     ----      15'1    -1'6          38       16'7                     615
4500       ----      ----      19'7A     ----      19'5    -2'0                   21'5                    2667
4600       ----      ----      25'1A     ----      24'7    -2'2                   27'1         250        1475
4700       ----      ----      31'1A     ----      30'6    -2'4                   33'2                    1902
4800       ----      ----      37'5A     ----      37'1    -2'6                   39'7                    2671
4900       ----      ----      44'3A     ----      44'0    -3'0                   47'0                     907
